state,week,aqi_mean,aqi_p90,aqi_max,days_reported,state_raw,state_norm,state_abbr
HI,2025-03-22,30.952380952380953,39.0,49,21,Hawaii,Hawaii,HI
HI,2025-03-29,35.23809523809524,58.0,62,21,Hawaii,Hawaii,HI
HI,2025-04-05,44.42857142857143,62.0,77,21,Hawaii,Hawaii,HI
HI,2025-04-12,28.904761904761905,39.0,40,21,Hawaii,Hawaii,HI
HI,2025-04-19,26.857142857142858,31.0,39,21,Hawaii,Hawaii,HI
HI,2025-04-26,33.476190476190474,51.0,53,21,Hawaii,Hawaii,HI
HI,2025-05-03,27.666666666666668,38.0,47,21,Hawaii,Hawaii,HI
HI,2025-05-10,27.333333333333332,32.0,51,21,Hawaii,Hawaii,HI
HI,2025-05-17,28.333333333333332,36.0,41,21,Hawaii,Hawaii,HI
HI,2025-05-24,25.904761904761905,34.0,38,21,Hawaii,Hawaii,HI
HI,2025-05-31,25.714285714285715,36.0,53,21,Hawaii,Hawaii,HI
HI,2025-06-07,28.095238095238095,35.0,58,21,Hawaii,Hawaii,HI
HI,2025-06-14,16.761904761904763,21.0,25,21,Hawaii,Hawaii,HI
HI,2025-06-21,24.0,33.0,52,21,Hawaii,Hawaii,HI
HI,2025-06-28,25.0,33.0,53,21,Hawaii,Hawaii,HI
HI,2025-07-05,11.333333333333334,22.0,31,12,Hawaii,Hawaii,HI
HI,2025-07-12,0.0,0.0,0,7,Hawaii,Hawaii,HI
HI,2025-07-19,0.25,0.7000000000000002,1,4,Hawaii,Hawaii,HI
HI,2025-09-27,0.0,0.0,0,1,Hawaii,Hawaii,HI
HI,2025-10-04,0.0,0.0,0,3,Hawaii,Hawaii,HI
ID,2021-01-02,38.27777777777778,62.0,83,36,Idaho,Idaho,ID
ID,2021-01-09,39.37795275590551,61.80000000000001,88,127,Idaho,Idaho,ID
ID,2021-01-16,42.984,64.0,113,125,Idaho,Idaho,ID
ID,2021-01-23,48.97560975609756,70.8,93,123,Idaho,Idaho,ID
ID,2021-01-30,42.6015625,68.0,118,128,Idaho,Idaho,ID
ID,2021-02-06,32.50387596899225,55.400000000000006,87,129,Idaho,Idaho,ID
ID,2021-02-13,35.346456692913385,55.0,61,127,Idaho,Idaho,ID
ID,2021-02-20,38.3515625,61.0,86,128,Idaho,Idaho,ID
ID,2021-02-27,28.248062015503876,47.0,67,129,Idaho,Idaho,ID
ID,2021-03-06,40.046875,58.0,73,128,Idaho,Idaho,ID
ID,2021-03-13,39.109375,58.3,68,128,Idaho,Idaho,ID
ID,2021-03-20,37.83720930232558,55.2,69,129,Idaho,Idaho,ID
ID,2021-03-27,30.1796875,47.89999999999999,61,128,Idaho,Idaho,ID
ID,2021-04-03,42.104,57.60000000000001,97,125,Idaho,Idaho,ID
ID,2021-04-10,35.818897637795274,53.400000000000006,100,127,Idaho,Idaho,ID
ID,2021-04-17,29.5703125,48.3,111,128,Idaho,Idaho,ID
ID,2021-04-24,34.22047244094488,52.0,61,127,Idaho,Idaho,ID
ID,2021-05-01,27.071428571428573,42.5,63,126,Idaho,Idaho,ID
ID,2021-05-08,29.225806451612904,47.0,52,124,Idaho,Idaho,ID
ID,2021-05-15,28.551181102362204,44.0,56,127,Idaho,Idaho,ID
ID,2021-05-22,29.793650793650794,49.0,69,126,Idaho,Idaho,ID
ID,2021-05-29,23.46825396825397,39.5,51,126,Idaho,Idaho,ID
ID,2021-06-05,33.193548387096776,51.0,69,124,Idaho,Idaho,ID
ID,2021-06-12,27.298387096774192,45.0,77,124,Idaho,Idaho,ID
ID,2021-06-19,29.944881889763778,48.400000000000006,80,127,Idaho,Idaho,ID
ID,2021-06-26,34.578125,50.0,77,128,Idaho,Idaho,ID
ID,2021-07-03,41.40650406504065,59.599999999999994,80,123,Idaho,Idaho,ID
ID,2021-07-10,57.392,84.0,151,125,Idaho,Idaho,ID
ID,2021-07-17,79.98425196850394,113.0,172,127,Idaho,Idaho,ID
ID,2021-07-24,67.48062015503876,93.0,117,129,Idaho,Idaho,ID
ID,2021-07-31,77.944,119.20000000000006,162,125,Idaho,Idaho,ID
ID,2021-08-07,76.609375,135.6,177,128,Idaho,Idaho,ID
ID,2021-08-14,83.0952380952381,173.0,204,126,Idaho,Idaho,ID
ID,2021-08-21,85.03125,139.89999999999998,161,128,Idaho,Idaho,ID
ID,2021-08-28,61.375,95.6,121,128,Idaho,Idaho,ID
ID,2021-09-04,55.51162790697674,90.2,132,129,Idaho,Idaho,ID
ID,2021-09-11,85.46875,124.3,172,128,Idaho,Idaho,ID
ID,2021-09-18,46.765625,62.0,141,128,Idaho,Idaho,ID
ID,2021-09-25,30.2421875,43.0,69,128,Idaho,Idaho,ID
ID,2021-10-02,31.609375,54.3,75,128,Idaho,Idaho,ID
ID,2021-10-09,34.90625,52.0,65,128,Idaho,Idaho,ID
ID,2021-10-16,29.1937984496124,44.60000000000001,66,129,Idaho,Idaho,ID
ID,2021-10-23,37.09375,55.0,90,128,Idaho,Idaho,ID
ID,2021-10-30,32.984375,54.0,79,128,Idaho,Idaho,ID
ID,2021-11-06,43.23255813953488,68.2,158,129,Idaho,Idaho,ID
ID,2021-11-13,40.739837398373986,60.0,86,123,Idaho,Idaho,ID
ID,2021-11-20,35.853658536585364,60.8,74,123,Idaho,Idaho,ID
ID,2021-11-27,39.65625,60.3,79,128,Idaho,Idaho,ID
ID,2021-12-04,43.078125,74.0,93,128,Idaho,Idaho,ID
ID,2021-12-11,32.70866141732284,58.0,75,127,Idaho,Idaho,ID
ID,2021-12-18,28.713178294573645,52.2,82,129,Idaho,Idaho,ID
ID,2021-12-25,35.08661417322835,58.400000000000006,103,127,Idaho,Idaho,ID
ID,2022-01-01,34.992063492063494,57.0,78,126,Idaho,Idaho,ID
ID,2022-01-08,34.4921875,59.0,75,128,Idaho,Idaho,ID
ID,2022-01-15,47.734375,76.3,108,128,Idaho,Idaho,ID
ID,2022-01-22,47.889763779527556,75.4,112,127,Idaho,Idaho,ID
ID,2022-01-29,45.6,68.60000000000001,90,125,Idaho,Idaho,ID
ID,2022-02-05,44.2109375,67.0,106,128,Idaho,Idaho,ID
ID,2022-02-12,51.1171875,71.0,99,128,Idaho,Idaho,ID
ID,2022-02-19,39.51937984496124,61.2,78,129,Idaho,Idaho,ID
ID,2022-02-26,33.03125,54.0,69,128,Idaho,Idaho,ID
ID,2022-03-05,36.171875,58.3,65,128,Idaho,Idaho,ID
ID,2022-03-12,28.767441860465116,45.2,61,129,Idaho,Idaho,ID
ID,2022-03-19,25.390625,41.0,54,128,Idaho,Idaho,ID
ID,2022-03-26,28.703125,46.0,63,128,Idaho,Idaho,ID
ID,2022-04-02,30.666666666666668,49.400000000000006,67,129,Idaho,Idaho,ID
ID,2022-04-09,29.390625,46.0,80,128,Idaho,Idaho,ID
ID,2022-04-16,24.6328125,42.3,53,128,Idaho,Idaho,ID
ID,2022-04-23,24.865079365079364,44.0,48,126,Idaho,Idaho,ID
ID,2022-04-30,30.555555555555557,47.0,52,126,Idaho,Idaho,ID
ID,2022-05-07,22.706349206349206,41.0,53,126,Idaho,Idaho,ID
ID,2022-05-14,20.503937007874015,41.0,51,127,Idaho,Idaho,ID
ID,2022-05-21,21.758064516129032,42.0,64,124,Idaho,Idaho,ID
ID,2022-05-28,21.080645161290324,42.0,54,124,Idaho,Idaho,ID
ID,2022-06-04,19.05426356589147,38.0,46,129,Idaho,Idaho,ID
ID,2022-06-11,19.3203125,42.0,58,128,Idaho,Idaho,ID
ID,2022-06-18,25.700854700854702,46.0,67,117,Idaho,Idaho,ID
ID,2022-06-25,23.593220338983052,47.3,74,118,Idaho,Idaho,ID
ID,2022-07-02,29.96875,49.0,64,128,Idaho,Idaho,ID
ID,2022-07-09,32.3671875,50.89999999999999,114,128,Idaho,Idaho,ID
ID,2022-07-16,32.40625,51.0,100,128,Idaho,Idaho,ID
ID,2022-07-23,40.354838709677416,70.7,186,124,Idaho,Idaho,ID
ID,2022-07-30,48.968503937007874,68.4,128,127,Idaho,Idaho,ID
ID,2022-08-06,50.59842519685039,66.80000000000001,154,127,Idaho,Idaho,ID
ID,2022-08-13,43.546875,64.3,126,128,Idaho,Idaho,ID
ID,2022-08-20,48.976377952755904,71.4,131,127,Idaho,Idaho,ID
ID,2022-08-27,43.46511627906977,64.0,93,129,Idaho,Idaho,ID
ID,2022-09-03,56.953125,88.0,151,128,Idaho,Idaho,ID
ID,2022-09-10,87.03937007874016,159.0,201,127,Idaho,Idaho,ID
ID,2022-09-17,88.0625,172.89999999999998,263,128,Idaho,Idaho,ID
ID,2022-09-24,41.96875,55.3,126,128,Idaho,Idaho,ID
ID,2022-10-01,35.80952380952381,55.0,77,126,Idaho,Idaho,ID
ID,2022-10-08,41.3125,63.3,84,128,Idaho,Idaho,ID
ID,2022-10-15,49.6875,65.3,98,128,Idaho,Idaho,ID
ID,2022-10-22,48.84251968503937,78.4,143,127,Idaho,Idaho,ID
ID,2022-10-29,37.854838709677416,59.7,73,124,Idaho,Idaho,ID
ID,2022-11-05,37.74803149606299,59.0,84,127,Idaho,Idaho,ID
ID,2022-11-12,43.359375,72.6,124,128,Idaho,Idaho,ID
ID,2022-11-19,54.8984375,85.3,113,128,Idaho,Idaho,ID
ID,2022-11-26,48.234375,72.6,93,128,Idaho,Idaho,ID
ID,2022-12-03,36.74603174603175,62.0,91,126,Idaho,Idaho,ID
ID,2022-12-10,42.1015625,69.3,94,128,Idaho,Idaho,ID
ID,2022-12-17,40.6,63.60000000000001,96,125,Idaho,Idaho,ID
ID,2022-12-24,44.3125,63.0,140,128,Idaho,Idaho,ID
ID,2022-12-31,37.76744186046512,65.00000000000001,119,129,Idaho,Idaho,ID
ID,2023-01-07,70.68503937007874,74.4,553,127,Idaho,Idaho,ID
ID,2023-01-14,65.9375,64.0,557,128,Idaho,Idaho,ID
ID,2023-01-21,65.67716535433071,63.20000000000002,556,127,Idaho,Idaho,ID
ID,2023-01-28,72.4296875,73.89999999999999,557,128,Idaho,Idaho,ID
ID,2023-02-04,57.28125,69.3,554,128,Idaho,Idaho,ID
ID,2023-02-11,38.13953488372093,58.2,117,129,Idaho,Idaho,ID
ID,2023-02-18,40.375,61.3,102,128,Idaho,Idaho,ID
ID,2023-02-25,32.9765625,54.0,63,128,Idaho,Idaho,ID
ID,2023-03-04,30.155038759689923,54.2,74,129,Idaho,Idaho,ID
ID,2023-03-11,30.0703125,51.3,77,128,Idaho,Idaho,ID
ID,2023-03-18,31.4453125,50.3,80,128,Idaho,Idaho,ID
ID,2023-03-25,31.92248062015504,53.400000000000006,77,129,Idaho,Idaho,ID
ID,2023-04-01,27.6953125,46.3,58,128,Idaho,Idaho,ID
ID,2023-04-08,28.046875,44.0,71,128,Idaho,Idaho,ID
ID,2023-04-15,29.627906976744185,45.0,55,129,Idaho,Idaho,ID
ID,2023-04-22,30.015873015873016,47.0,54,126,Idaho,Idaho,ID
ID,2023-04-29,32.34426229508197,52.900000000000006,90,122,Idaho,Idaho,ID
ID,2023-05-06,36.475,53.0,100,120,Idaho,Idaho,ID
ID,2023-05-13,25.931623931623932,45.0,50,117,Idaho,Idaho,ID
ID,2023-05-20,46.632,77.0,119,125,Idaho,Idaho,ID
ID,2023-05-27,33.622950819672134,53.900000000000006,77,122,Idaho,Idaho,ID
ID,2023-06-03,30.58730158730159,47.5,58,126,Idaho,Idaho,ID
ID,2023-06-10,31.150793650793652,49.0,74,126,Idaho,Idaho,ID
ID,2023-06-17,36.104838709677416,57.7,68,124,Idaho,Idaho,ID
ID,2023-06-24,22.5,41.0,51,118,Idaho,Idaho,ID
ID,2023-07-01,32.19327731092437,48.0,61,119,Idaho,Idaho,ID
ID,2023-07-08,40.532786885245905,54.0,102,122,Idaho,Idaho,ID
ID,2023-07-15,38.2,52.60000000000001,77,115,Idaho,Idaho,ID
ID,2023-07-22,36.51639344262295,53.0,87,122,Idaho,Idaho,ID
ID,2023-07-29,39.357723577235774,58.0,68,123,Idaho,Idaho,ID
ID,2023-08-05,43.314516129032256,57.7,93,124,Idaho,Idaho,ID
ID,2023-08-12,36.09375,53.3,62,128,Idaho,Idaho,ID
ID,2023-08-19,54.503937007874015,86.0,261,127,Idaho,Idaho,ID
ID,2023-08-26,51.390625,90.6,199,128,Idaho,Idaho,ID
ID,2023-09-02,36.8503937007874,60.400000000000006,77,127,Idaho,Idaho,ID
ID,2023-09-09,25.765625,42.0,51,128,Idaho,Idaho,ID
ID,2023-09-16,31.9296875,48.0,72,128,Idaho,Idaho,ID
ID,2023-09-23,35.8828125,53.0,65,128,Idaho,Idaho,ID
ID,2023-09-30,31.03875968992248,54.2,65,129,Idaho,Idaho,ID
ID,2023-10-07,25.859375,37.0,120,128,Idaho,Idaho,ID
ID,2023-10-14,26.409448818897637,42.0,53,127,Idaho,Idaho,ID
ID,2023-10-21,30.13953488372093,51.2,67,129,Idaho,Idaho,ID
ID,2023-10-28,39.1484375,60.0,78,128,Idaho,Idaho,ID
ID,2023-11-04,55.203125,88.0,160,128,Idaho,Idaho,ID
ID,2023-11-11,40.4140625,63.0,109,128,Idaho,Idaho,ID
ID,2023-11-18,46.25396825396825,67.0,117,126,Idaho,Idaho,ID
ID,2023-11-25,38.4453125,61.3,95,128,Idaho,Idaho,ID
ID,2023-12-02,49.29457364341085,71.2,110,129,Idaho,Idaho,ID
ID,2023-12-09,34.16535433070866,59.0,115,127,Idaho,Idaho,ID
ID,2023-12-16,38.6953125,61.0,76,128,Idaho,Idaho,ID
ID,2023-12-23,44.01574803149607,64.4,84,127,Idaho,Idaho,ID
ID,2023-12-30,42.7578125,64.3,79,128,Idaho,Idaho,ID
ID,2024-01-06,44.078125,66.0,113,128,Idaho,Idaho,ID
ID,2024-01-13,29.251968503937007,54.400000000000006,73,127,Idaho,Idaho,ID
ID,2024-01-20,50.5859375,84.6,157,128,Idaho,Idaho,ID
ID,2024-01-27,41.52755905511811,69.20000000000002,111,127,Idaho,Idaho,ID
ID,2024-02-03,35.25581395348837,64.0,91,129,Idaho,Idaho,ID
ID,2024-02-10,27.7890625,55.3,64,128,Idaho,Idaho,ID
ID,2024-02-17,29.234375,52.0,81,128,Idaho,Idaho,ID
ID,2024-02-24,30.147286821705425,53.2,69,129,Idaho,Idaho,ID
ID,2024-03-02,21.3203125,40.3,53,128,Idaho,Idaho,ID
ID,2024-03-09,27.0078125,47.599999999999994,58,128,Idaho,Idaho,ID
ID,2024-03-16,24.568,44.0,62,125,Idaho,Idaho,ID
ID,2024-03-23,28.233870967741936,46.0,66,124,Idaho,Idaho,ID
ID,2024-03-30,19.341269841269842,42.5,49,126,Idaho,Idaho,ID
ID,2024-04-06,23.88372093023256,44.0,73,129,Idaho,Idaho,ID
ID,2024-04-13,25.8359375,43.3,67,128,Idaho,Idaho,ID
ID,2024-04-20,27.661417322834644,47.0,74,127,Idaho,Idaho,ID
ID,2024-04-27,26.046875,45.3,67,128,Idaho,Idaho,ID
ID,2024-05-04,21.671875,42.3,54,128,Idaho,Idaho,ID
ID,2024-05-11,21.734375,44.0,58,128,Idaho,Idaho,ID
ID,2024-05-18,30.862903225806452,50.7,66,124,Idaho,Idaho,ID
ID,2024-05-25,24.926829268292682,43.8,76,123,Idaho,Idaho,ID
ID,2024-06-01,25.366666666666667,47.0,58,120,Idaho,Idaho,ID
ID,2024-06-08,26.798387096774192,44.0,74,124,Idaho,Idaho,ID
ID,2024-06-15,34.355932203389834,54.3,129,118,Idaho,Idaho,ID
ID,2024-06-22,28.023622047244096,52.0,87,127,Idaho,Idaho,ID
ID,2024-06-29,30.58730158730159,51.5,74,126,Idaho,Idaho,ID
ID,2024-07-06,36.328125,54.499999999999986,123,128,Idaho,Idaho,ID
ID,2024-07-13,52.921875,74.0,150,128,Idaho,Idaho,ID
ID,2024-07-20,60.704,77.00000000000004,135,125,Idaho,Idaho,ID
ID,2024-07-27,83.67460317460318,128.5,214,126,Idaho,Idaho,ID
ID,2024-08-03,68.78740157480316,100.4,143,127,Idaho,Idaho,ID
ID,2024-08-10,71.74418604651163,92.0,189,129,Idaho,Idaho,ID
ID,2024-08-17,56.0625,73.89999999999999,178,128,Idaho,Idaho,ID
ID,2024-08-24,47.484375,71.0,191,128,Idaho,Idaho,ID
ID,2024-08-31,60.47107438016529,130.0,260,121,Idaho,Idaho,ID
ID,2024-09-07,77.05645161290323,128.0,265,124,Idaho,Idaho,ID
ID,2024-09-14,59.21875,106.89999999999999,217,128,Idaho,Idaho,ID
ID,2024-09-21,30.82170542635659,44.0,73,129,Idaho,Idaho,ID
ID,2024-09-28,29.9375,44.0,61,128,Idaho,Idaho,ID
ID,2024-10-05,40.07874015748032,54.80000000000001,152,127,Idaho,Idaho,ID
ID,2024-10-12,51.125,83.79999999999995,194,128,Idaho,Idaho,ID
ID,2024-10-19,41.3203125,64.0,141,128,Idaho,Idaho,ID
ID,2024-10-26,35.21951219512195,57.8,99,123,Idaho,Idaho,ID
ID,2024-11-02,32.58914728682171,56.2,76,129,Idaho,Idaho,ID
ID,2024-11-09,46.7890625,81.19999999999999,125,128,Idaho,Idaho,ID
ID,2024-11-16,40.6875,66.3,112,128,Idaho,Idaho,ID
ID,2024-11-23,33.1937984496124,55.0,160,129,Idaho,Idaho,ID
ID,2024-11-30,38.671875,61.0,85,128,Idaho,Idaho,ID
ID,2024-12-07,52.87301587301587,74.5,90,126,Idaho,Idaho,ID
ID,2024-12-14,42.310077519379846,67.0,128,129,Idaho,Idaho,ID
ID,2024-12-21,40.25,61.0,82,128,Idaho,Idaho,ID
ID,2024-12-28,35.09375,58.3,79,128,Idaho,Idaho,ID
ID,2025-01-04,34.98449612403101,58.0,79,129,Idaho,Idaho,ID
ID,2025-01-11,36.016129032258064,58.0,77,124,Idaho,Idaho,ID
ID,2025-01-18,40.95967741935484,60.7,74,124,Idaho,Idaho,ID
ID,2025-01-25,43.921875,68.0,80,128,Idaho,Idaho,ID
ID,2025-02-01,49.09375,79.6,111,128,Idaho,Idaho,ID
ID,2025-02-08,36.125,61.0,80,128,Idaho,Idaho,ID
ID,2025-02-15,40.55813953488372,69.2,92,129,Idaho,Idaho,ID
ID,2025-02-22,36.6015625,59.0,81,128,Idaho,Idaho,ID
ID,2025-03-01,32.53125,54.3,65,128,Idaho,Idaho,ID
ID,2025-03-08,35.12698412698413,56.0,69,126,Idaho,Idaho,ID
ID,2025-03-15,28.30952380952381,47.0,59,126,Idaho,Idaho,ID
ID,2025-03-22,25.428571428571427,45.5,105,126,Idaho,Idaho,ID
ID,2025-03-29,27.584745762711865,44.0,82,118,Idaho,Idaho,ID
ID,2025-04-05,27.472,44.60000000000001,52,125,Idaho,Idaho,ID
ID,2025-04-12,34.232,51.0,74,125,Idaho,Idaho,ID
ID,2025-04-19,34.50406504065041,47.8,80,123,Idaho,Idaho,ID
ID,2025-04-26,35.16814159292036,51.0,64,113,Idaho,Idaho,ID
ID,2025-05-03,35.5929203539823,52.0,80,113,Idaho,Idaho,ID
ID,2025-05-10,31.262295081967213,47.0,77,122,Idaho,Idaho,ID
ID,2025-05-17,28.53968253968254,46.0,67,126,Idaho,Idaho,ID
ID,2025-05-24,28.294117647058822,46.2,64,119,Idaho,Idaho,ID
ID,2025-05-31,36.36585365853659,55.0,97,123,Idaho,Idaho,ID
ID,2025-06-07,31.30327868852459,46.0,64,122,Idaho,Idaho,ID
ID,2025-06-14,35.983333333333334,50.0,67,120,Idaho,Idaho,ID
ID,2025-06-21,31.24590163934426,48.0,64,122,Idaho,Idaho,ID
ID,2025-06-28,28.841269841269842,46.0,61,126,Idaho,Idaho,ID
ID,2025-07-05,31.459016393442624,47.0,80,61,Idaho,Idaho,ID
ID,2025-07-12,30.8,45.6,51,35,Idaho,Idaho,ID
ID,2025-07-19,36.1764705882353,49.8,71,34,Idaho,Idaho,ID
ID,2025-07-26,32.371428571428574,46.6,51,35,Idaho,Idaho,ID
ID,2025-08-02,35.724137931034484,49.2,65,29,Idaho,Idaho,ID
ID,2025-08-09,29.428571428571427,43.0,46,21,Idaho,Idaho,ID
ID,2025-08-16,30.142857142857142,44.0,55,21,Idaho,Idaho,ID
ID,2025-08-23,36.0,44.0,77,21,Idaho,Idaho,ID
ID,2025-08-30,37.80952380952381,67.0,88,21,Idaho,Idaho,ID
ID,2025-09-06,35.733333333333334,53.2,56,15,Idaho,Idaho,ID
ID,2025-09-13,24.7,27.999999999999996,37,10,Idaho,Idaho,ID
ID,2025-09-20,28.22222222222222,44.8,48,9,Idaho,Idaho,ID
ID,2025-09-27,33.357142857142854,45.7,48,14,Idaho,Idaho,ID
ID,2025-10-04,23.1,42.2,44,10,Idaho,Idaho,ID
ID,2025-10-11,15.0,17.200000000000003,19,7,Idaho,Idaho,ID
ID,2025-10-18,12.285714285714286,14.8,16,7,Idaho,Idaho,ID
ID,2025-10-25,16.428571428571427,20.8,22,7,Idaho,Idaho,ID
ID,2025-11-01,11.166666666666666,14.5,15,6,Idaho,Idaho,ID
IL,2021-01-02,48.138888888888886,67.0,76,36,Illinois,Illinois,IL
IL,2021-01-09,49.25190839694657,68.0,87,131,Illinois,Illinois,IL
IL,2021-01-16,46.213235294117645,63.0,75,136,Illinois,Illinois,IL
IL,2021-01-23,36.91851851851852,55.0,78,135,Illinois,Illinois,IL
IL,2021-01-30,44.79259259259259,60.0,70,135,Illinois,Illinois,IL
IL,2021-02-06,42.213235294117645,56.0,79,136,Illinois,Illinois,IL
IL,2021-02-13,46.234375,59.3,74,128,Illinois,Illinois,IL
IL,2021-02-20,51.578947368421055,78.0,100,133,Illinois,Illinois,IL
IL,2021-02-27,46.925925925925924,64.0,79,135,Illinois,Illinois,IL
IL,2021-03-06,45.52229299363057,60.0,68,157,Illinois,Illinois,IL
IL,2021-03-13,50.546583850931675,67.0,81,161,Illinois,Illinois,IL
IL,2021-03-20,43.18633540372671,57.0,75,161,Illinois,Illinois,IL
IL,2021-03-27,41.58385093167702,54.0,71,161,Illinois,Illinois,IL
IL,2021-04-03,44.96894409937888,57.0,79,161,Illinois,Illinois,IL
IL,2021-04-10,49.3125,80.0,113,160,Illinois,Illinois,IL
IL,2021-04-17,37.1375,48.0,61,160,Illinois,Illinois,IL
IL,2021-04-24,44.855345911949684,56.0,69,159,Illinois,Illinois,IL
IL,2021-05-01,47.7639751552795,59.0,85,161,Illinois,Illinois,IL
IL,2021-05-08,39.38509316770186,47.0,62,161,Illinois,Illinois,IL
IL,2021-05-15,43.05590062111801,54.0,67,161,Illinois,Illinois,IL
IL,2021-05-22,49.745341614906835,58.0,101,161,Illinois,Illinois,IL
IL,2021-05-29,45.7515923566879,61.0,87,157,Illinois,Illinois,IL
IL,2021-06-05,66.0828025477707,94.60000000000002,136,157,Illinois,Illinois,IL
IL,2021-06-12,53.55625,84.0,122,160,Illinois,Illinois,IL
IL,2021-06-19,67.38509316770187,97.0,147,161,Illinois,Illinois,IL
IL,2021-06-26,45.12738853503185,58.400000000000006,93,157,Illinois,Illinois,IL
IL,2021-07-03,38.49375,53.0,68,160,Illinois,Illinois,IL
IL,2021-07-10,51.57142857142857,73.0,110,161,Illinois,Illinois,IL
IL,2021-07-17,43.590062111801245,58.0,65,161,Illinois,Illinois,IL
IL,2021-07-24,64.527950310559,97.0,133,161,Illinois,Illinois,IL
IL,2021-07-31,60.04968944099379,74.0,185,161,Illinois,Illinois,IL
IL,2021-08-07,61.29299363057325,87.4,108,157,Illinois,Illinois,IL
IL,2021-08-14,46.848101265822784,62.30000000000001,72,158,Illinois,Illinois,IL
IL,2021-08-21,51.64596273291925,66.0,90,161,Illinois,Illinois,IL
IL,2021-08-28,51.93167701863354,64.0,156,161,Illinois,Illinois,IL
IL,2021-09-04,45.409937888198755,56.0,97,161,Illinois,Illinois,IL
IL,2021-09-11,44.49068322981366,55.0,71,161,Illinois,Illinois,IL
IL,2021-09-18,50.36645962732919,61.0,115,161,Illinois,Illinois,IL
IL,2021-09-25,36.93167701863354,51.0,90,161,Illinois,Illinois,IL
IL,2021-10-02,55.49375,74.0,119,160,Illinois,Illinois,IL
IL,2021-10-09,40.53416149068323,57.0,67,161,Illinois,Illinois,IL
IL,2021-10-16,40.54375,61.099999999999994,75,160,Illinois,Illinois,IL
IL,2021-10-23,39.683229813664596,54.0,114,161,Illinois,Illinois,IL
IL,2021-10-30,31.633540372670808,47.0,61,161,Illinois,Illinois,IL
IL,2021-11-06,40.21739130434783,59.3,78,138,Illinois,Illinois,IL
IL,2021-11-13,46.8515625,78.6,93,128,Illinois,Illinois,IL
IL,2021-11-20,37.50757575757576,59.0,80,132,Illinois,Illinois,IL
IL,2021-11-27,38.86029411764706,54.5,90,136,Illinois,Illinois,IL
IL,2021-12-04,43.237037037037034,59.60000000000001,77,135,Illinois,Illinois,IL
IL,2021-12-11,39.38059701492537,59.7,67,134,Illinois,Illinois,IL
IL,2021-12-18,42.67424242424242,65.9,82,132,Illinois,Illinois,IL
IL,2021-12-25,47.87407407407407,63.0,69,135,Illinois,Illinois,IL
IL,2022-01-01,48.17424242424242,64.0,70,132,Illinois,Illinois,IL
IL,2022-01-08,40.878787878787875,55.0,61,132,Illinois,Illinois,IL
IL,2022-01-15,45.86466165413534,66.8,88,133,Illinois,Illinois,IL
IL,2022-01-22,44.265625,61.0,66,128,Illinois,Illinois,IL
IL,2022-01-29,40.59090909090909,54.0,96,132,Illinois,Illinois,IL
IL,2022-02-05,49.592592592592595,70.60000000000001,95,135,Illinois,Illinois,IL
IL,2022-02-12,39.29323308270677,61.0,73,133,Illinois,Illinois,IL
IL,2022-02-19,44.12781954887218,62.0,77,133,Illinois,Illinois,IL
IL,2022-02-26,41.2265625,58.0,66,128,Illinois,Illinois,IL
IL,2022-03-05,50.51677852348993,63.0,82,149,Illinois,Illinois,IL
IL,2022-03-12,41.52173913043478,52.0,60,161,Illinois,Illinois,IL
IL,2022-03-19,48.285714285714285,67.0,85,161,Illinois,Illinois,IL
IL,2022-03-26,38.9685534591195,52.0,64,159,Illinois,Illinois,IL
IL,2022-04-02,38.424050632911396,48.30000000000001,59,158,Illinois,Illinois,IL
IL,2022-04-09,39.5375,52.0,74,160,Illinois,Illinois,IL
IL,2022-04-16,41.90683229813665,53.0,71,161,Illinois,Illinois,IL
IL,2022-04-23,42.725,56.0,64,160,Illinois,Illinois,IL
IL,2022-04-30,43.327044025157235,54.0,62,159,Illinois,Illinois,IL
IL,2022-05-07,38.39622641509434,48.20000000000002,59,159,Illinois,Illinois,IL
IL,2022-05-14,61.77639751552795,80.0,108,161,Illinois,Illinois,IL
IL,2022-05-21,47.5625,61.0,80,160,Illinois,Illinois,IL
IL,2022-05-28,39.38961038961039,48.0,55,154,Illinois,Illinois,IL
IL,2022-06-04,53.07142857142857,71.0,105,154,Illinois,Illinois,IL
IL,2022-06-11,52.92307692307692,74.0,112,156,Illinois,Illinois,IL
IL,2022-06-18,60.55194805194805,87.70000000000002,133,154,Illinois,Illinois,IL
IL,2022-06-25,76.71428571428571,108.0,159,161,Illinois,Illinois,IL
IL,2022-07-02,61.32298136645963,97.0,136,161,Illinois,Illinois,IL
IL,2022-07-09,51.691823899371066,71.0,108,159,Illinois,Illinois,IL
IL,2022-07-16,47.73913043478261,58.0,129,161,Illinois,Illinois,IL
IL,2022-07-23,54.225,71.1,112,160,Illinois,Illinois,IL
IL,2022-07-30,38.41614906832298,53.0,64,161,Illinois,Illinois,IL
IL,2022-08-06,43.32298136645963,56.0,73,161,Illinois,Illinois,IL
IL,2022-08-13,37.81012658227848,46.30000000000001,77,158,Illinois,Illinois,IL
IL,2022-08-20,46.089171974522294,55.0,71,157,Illinois,Illinois,IL
IL,2022-08-27,44.53125,54.0,77,160,Illinois,Illinois,IL
IL,2022-09-03,44.339622641509436,55.0,66,159,Illinois,Illinois,IL
