state,week,aqi_mean,aqi_p90,aqi_max,days_reported,state_raw,state_norm,state_abbr
NM,2023-02-25,38.67816091954023,56.80000000000004,156,87,New Mexico,New Mexico,NM
NM,2023-03-04,42.91304347826087,62.80000000000001,196,92,New Mexico,New Mexico,NM
NM,2023-03-11,36.367816091954026,48.0,74,87,New Mexico,New Mexico,NM
NM,2023-03-18,34.467532467532465,47.80000000000001,71,77,New Mexico,New Mexico,NM
NM,2023-03-25,35.61363636363637,51.3,71,88,New Mexico,New Mexico,NM
NM,2023-04-01,43.05747126436781,56.20000000000002,125,87,New Mexico,New Mexico,NM
NM,2023-04-08,50.1764705882353,71.80000000000003,157,85,New Mexico,New Mexico,NM
NM,2023-04-15,48.64705882352941,72.80000000000003,105,85,New Mexico,New Mexico,NM
NM,2023-04-22,50.34939759036145,74.0,100,83,New Mexico,New Mexico,NM
NM,2023-04-29,43.9080459770115,61.400000000000006,103,87,New Mexico,New Mexico,NM
NM,2023-05-06,48.53260869565217,71.0,108,92,New Mexico,New Mexico,NM
NM,2023-05-13,58.49382716049383,93.0,207,81,New Mexico,New Mexico,NM
NM,2023-05-20,44.829268292682926,76.80000000000001,108,82,New Mexico,New Mexico,NM
NM,2023-05-27,47.82022471910113,74.0,119,89,New Mexico,New Mexico,NM
NM,2023-06-03,47.8433734939759,67.0,93,83,New Mexico,New Mexico,NM
NM,2023-06-10,58.10588235294118,91.80000000000003,133,85,New Mexico,New Mexico,NM
NM,2023-06-17,52.24175824175824,80.0,93,91,New Mexico,New Mexico,NM
NM,2023-06-24,50.229885057471265,80.0,96,87,New Mexico,New Mexico,NM
NM,2023-07-01,51.87356321839081,77.0,101,87,New Mexico,New Mexico,NM
NM,2023-07-08,53.17977528089887,87.0,133,89,New Mexico,New Mexico,NM
NM,2023-07-15,46.325301204819276,70.6,93,83,New Mexico,New Mexico,NM
NM,2023-07-22,50.76744186046512,71.0,90,86,New Mexico,New Mexico,NM
NM,2023-07-29,54.31111111111111,80.0,115,90,New Mexico,New Mexico,NM
NM,2023-08-05,54.03529411764706,93.0,112,85,New Mexico,New Mexico,NM
NM,2023-08-12,47.35294117647059,86.00000000000009,175,85,New Mexico,New Mexico,NM
NM,2023-08-19,48.14772727272727,80.6,122,88,New Mexico,New Mexico,NM
NM,2023-08-26,48.92857142857143,74.0,112,84,New Mexico,New Mexico,NM
NM,2023-09-02,54.0,94.60000000000002,143,87,New Mexico,New Mexico,NM
NM,2023-09-09,43.17391304347826,66.70000000000002,129,92,New Mexico,New Mexico,NM
NM,2023-09-16,37.247058823529414,61.0,105,85,New Mexico,New Mexico,NM
NM,2023-09-23,36.44047619047619,48.0,136,84,New Mexico,New Mexico,NM
NM,2023-09-30,37.39080459770115,54.80000000000001,80,87,New Mexico,New Mexico,NM
NM,2023-10-07,36.93975903614458,50.0,93,83,New Mexico,New Mexico,NM
NM,2023-10-14,36.9080459770115,51.0,84,87,New Mexico,New Mexico,NM
NM,2023-10-21,40.78260869565217,58.0,100,92,New Mexico,New Mexico,NM
NM,2023-10-28,37.50574712643678,49.0,74,87,New Mexico,New Mexico,NM
NM,2023-11-04,35.406976744186046,54.0,77,86,New Mexico,New Mexico,NM
NM,2023-11-11,32.010989010989015,48.0,63,91,New Mexico,New Mexico,NM
NM,2023-11-18,32.411764705882355,52.0,63,85,New Mexico,New Mexico,NM
NM,2023-11-25,28.977011494252874,41.0,77,87,New Mexico,New Mexico,NM
NM,2023-12-02,30.641304347826086,45.80000000000001,69,92,New Mexico,New Mexico,NM
NM,2023-12-09,31.24137931034483,46.80000000000001,65,87,New Mexico,New Mexico,NM
NM,2023-12-16,29.441860465116278,49.0,75,86,New Mexico,New Mexico,NM
NM,2023-12-23,31.505494505494507,58.0,69,91,New Mexico,New Mexico,NM
NM,2023-12-30,30.67816091954023,44.400000000000006,66,87,New Mexico,New Mexico,NM
NM,2024-01-06,33.60919540229885,48.0,80,87,New Mexico,New Mexico,NM
NM,2024-01-13,38.05434782608695,44.0,324,92,New Mexico,New Mexico,NM
NM,2024-01-20,33.5632183908046,47.80000000000004,116,87,New Mexico,New Mexico,NM
NM,2024-01-27,28.816091954022987,42.0,60,87,New Mexico,New Mexico,NM
NM,2024-02-03,31.47826086956522,45.80000000000001,94,92,New Mexico,New Mexico,NM
NM,2024-02-10,31.563218390804597,45.0,59,87,New Mexico,New Mexico,NM
NM,2024-02-17,31.55294117647059,47.0,58,85,New Mexico,New Mexico,NM
NM,2024-02-24,35.130434782608695,52.900000000000006,88,92,New Mexico,New Mexico,NM
NM,2024-03-02,37.29761904761905,53.7,130,84,New Mexico,New Mexico,NM
NM,2024-03-09,32.0919540229885,44.0,64,87,New Mexico,New Mexico,NM
NM,2024-03-16,47.68888888888889,54.0,643,90,New Mexico,New Mexico,NM
NM,2024-03-23,36.67058823529412,51.0,72,85,New Mexico,New Mexico,NM
NM,2024-03-30,45.6,51.60000000000001,692,85,New Mexico,New Mexico,NM
NM,2024-04-06,42.608695652173914,67.0,150,92,New Mexico,New Mexico,NM
NM,2024-04-13,45.08045977011494,72.20000000000002,93,87,New Mexico,New Mexico,NM
NM,2024-04-20,54.48275862068966,87.80000000000001,277,87,New Mexico,New Mexico,NM
NM,2024-04-27,45.55434782608695,67.0,177,92,New Mexico,New Mexico,NM
NM,2024-05-04,49.6,84.0,105,85,New Mexico,New Mexico,NM
NM,2024-05-11,51.18390804597701,78.20000000000002,119,87,New Mexico,New Mexico,NM
NM,2024-05-18,54.30769230769231,90.0,136,91,New Mexico,New Mexico,NM
NM,2024-05-25,63.72093023255814,95.0,115,86,New Mexico,New Mexico,NM
NM,2024-06-01,60.2,93.0,115,85,New Mexico,New Mexico,NM
NM,2024-06-08,55.07692307692308,90.0,105,91,New Mexico,New Mexico,NM
NM,2024-06-15,55.24418604651163,93.5,150,86,New Mexico,New Mexico,NM
NM,2024-06-22,51.632183908045974,81.60000000000002,436,87,New Mexico,New Mexico,NM
NM,2024-06-29,45.0,72.80000000000003,105,95,New Mexico,New Mexico,NM
NM,2024-07-06,53.858695652173914,89.70000000000002,147,92,New Mexico,New Mexico,NM
NM,2024-07-13,68.20652173913044,111.60000000000002,174,92,New Mexico,New Mexico,NM
NM,2024-07-20,58.010416666666664,90.0,119,96,New Mexico,New Mexico,NM
NM,2024-07-27,80.35555555555555,126.30000000000003,179,90,New Mexico,New Mexico,NM
NM,2024-08-03,56.50561797752809,84.60000000000001,115,89,New Mexico,New Mexico,NM
NM,2024-08-10,60.191489361702125,93.0,140,94,New Mexico,New Mexico,NM
NM,2024-08-17,51.17391304347826,83.60000000000002,298,92,New Mexico,New Mexico,NM
NM,2024-08-24,45.65217391304348,60.70000000000002,372,92,New Mexico,New Mexico,NM
NM,2024-08-31,42.520833333333336,61.0,101,96,New Mexico,New Mexico,NM
NM,2024-09-07,49.619565217391305,79.70000000000002,105,92,New Mexico,New Mexico,NM
NM,2024-09-14,46.010989010989015,67.0,97,91,New Mexico,New Mexico,NM
NM,2024-09-21,37.655913978494624,54.0,87,93,New Mexico,New Mexico,NM
NM,2024-09-28,47.120879120879124,78.0,119,91,New Mexico,New Mexico,NM
NM,2024-10-05,53.395604395604394,85.0,119,91,New Mexico,New Mexico,NM
NM,2024-10-12,49.42857142857143,71.0,100,91,New Mexico,New Mexico,NM
NM,2024-10-19,52.54022988505747,74.20000000000002,193,87,New Mexico,New Mexico,NM
NM,2024-10-26,36.06896551724138,53.400000000000006,93,87,New Mexico,New Mexico,NM
NM,2024-11-02,39.29347826086956,59.70000000000002,256,92,New Mexico,New Mexico,NM
NM,2024-11-09,28.31764705882353,41.60000000000001,86,85,New Mexico,New Mexico,NM
NM,2024-11-16,37.04761904761905,59.10000000000001,86,84,New Mexico,New Mexico,NM
NM,2024-11-23,33.83695652173913,47.900000000000006,73,92,New Mexico,New Mexico,NM
NM,2024-11-30,34.06896551724138,48.200000000000045,166,87,New Mexico,New Mexico,NM
NM,2024-12-07,35.23255813953488,52.5,93,86,New Mexico,New Mexico,NM
NM,2024-12-14,34.857142857142854,59.0,88,91,New Mexico,New Mexico,NM
NM,2024-12-21,40.10344827586207,74.4,99,87,New Mexico,New Mexico,NM
NM,2024-12-28,36.02325581395349,54.0,95,86,New Mexico,New Mexico,NM
NM,2025-01-04,35.47826086956522,58.80000000000001,93,92,New Mexico,New Mexico,NM
NM,2025-01-11,35.47126436781609,54.80000000000001,202,87,New Mexico,New Mexico,NM
NM,2025-01-18,32.51724137931034,49.60000000000002,93,87,New Mexico,New Mexico,NM
NM,2025-01-25,34.72527472527472,53.0,136,91,New Mexico,New Mexico,NM
NM,2025-02-01,39.46511627906977,59.5,115,86,New Mexico,New Mexico,NM
NM,2025-02-08,37.160919540229884,58.400000000000006,77,87,New Mexico,New Mexico,NM
NM,2025-02-15,44.065934065934066,62.0,375,91,New Mexico,New Mexico,NM
NM,2025-02-22,37.32941176470588,50.800000000000026,96,85,New Mexico,New Mexico,NM
NM,2025-03-01,44.404761904761905,61.0,297,84,New Mexico,New Mexico,NM
NM,2025-03-08,64.05194805194805,141.8,342,77,New Mexico,New Mexico,NM
NM,2025-03-15,56.69736842105263,70.5,424,76,New Mexico,New Mexico,NM
NM,2025-03-22,52.5,62.0,368,76,New Mexico,New Mexico,NM
NM,2025-03-29,50.96,72.80000000000003,159,75,New Mexico,New Mexico,NM
NM,2025-04-05,64.36842105263158,78.5,497,76,New Mexico,New Mexico,NM
NM,2025-04-12,55.97402597402598,84.0,143,77,New Mexico,New Mexico,NM
NM,2025-04-19,71.72,109.20000000000002,528,75,New Mexico,New Mexico,NM
NM,2025-04-26,51.01298701298701,71.0,105,77,New Mexico,New Mexico,NM
NM,2025-05-03,58.70666666666666,84.0,245,75,New Mexico,New Mexico,NM
NM,2025-05-10,52.63636363636363,75.20000000000002,116,77,New Mexico,New Mexico,NM
NM,2025-05-17,69.67105263157895,91.5,393,76,New Mexico,New Mexico,NM
NM,2025-05-24,67.09210526315789,90.0,129,76,New Mexico,New Mexico,NM
NM,2025-05-31,71.59740259740259,101.0,321,77,New Mexico,New Mexico,NM
NM,2025-06-07,52.77922077922078,80.0,92,77,New Mexico,New Mexico,NM
NM,2025-06-14,56.863013698630134,84.0,133,73,New Mexico,New Mexico,NM
NM,2025-06-21,57.81333333333333,82.80000000000003,146,75,New Mexico,New Mexico,NM
NM,2025-06-28,43.84415584415584,62.60000000000002,84,77,New Mexico,New Mexico,NM
NM,2025-07-05,49.74025974025974,72.20000000000002,156,77,New Mexico,New Mexico,NM
NM,2025-07-12,59.285714285714285,88.0,194,77,New Mexico,New Mexico,NM
NM,2025-07-19,60.97402597402598,87.0,201,77,New Mexico,New Mexico,NM
NM,2025-07-26,46.5921052631579,64.0,129,76,New Mexico,New Mexico,NM
NM,2025-08-02,45.88157894736842,67.0,87,76,New Mexico,New Mexico,NM
NM,2025-08-09,48.532467532467535,71.80000000000001,101,77,New Mexico,New Mexico,NM
NM,2025-08-16,49.55844155844156,63.400000000000006,111,77,New Mexico,New Mexico,NM
NM,2025-08-23,53.298701298701296,80.0,115,77,New Mexico,New Mexico,NM
NM,2025-08-30,53.935064935064936,87.0,105,77,New Mexico,New Mexico,NM
NM,2025-09-06,43.883116883116884,64.0,100,77,New Mexico,New Mexico,NM
NM,2025-09-13,42.27777777777778,57.599999999999994,84,72,New Mexico,New Mexico,NM
NM,2025-09-20,43.55844155844156,62.20000000000002,105,77,New Mexico,New Mexico,NM
NM,2025-09-27,41.62337662337662,59.20000000000002,115,77,New Mexico,New Mexico,NM
NM,2025-10-04,39.61764705882353,50.0,93,34,New Mexico,New Mexico,NM
NY,2021-01-02,38.22222222222222,52.0,61,54,New York,New York,NY
NY,2021-01-09,38.08510638297872,52.0,61,188,New York,New York,NY
NY,2021-01-16,45.645161290322584,69.0,88,186,New York,New York,NY
NY,2021-01-23,38.0531914893617,52.0,55,188,New York,New York,NY
NY,2021-01-30,37.32275132275132,48.0,58,189,New York,New York,NY
NY,2021-02-06,38.715053763440864,50.0,62,186,New York,New York,NY
NY,2021-02-13,42.82446808510638,55.0,76,188,New York,New York,NY
NY,2021-02-20,39.93582887700535,53.0,64,187,New York,New York,NY
NY,2021-02-27,43.47282608695652,54.0,68,184,New York,New York,NY
NY,2021-03-06,38.04812834224599,43.0,59,187,New York,New York,NY
NY,2021-03-13,45.07936507936508,61.20000000000002,85,189,New York,New York,NY
NY,2021-03-20,38.17989417989418,45.0,66,189,New York,New York,NY
NY,2021-03-27,40.851063829787236,52.30000000000001,69,188,New York,New York,NY
NY,2021-04-03,36.58288770053476,45.0,52,187,New York,New York,NY
NY,2021-04-10,43.439153439153436,51.20000000000002,87,189,New York,New York,NY
NY,2021-04-17,33.106951871657756,44.0,58,187,New York,New York,NY
NY,2021-04-24,43.806451612903224,65.5,87,186,New York,New York,NY
NY,2021-05-01,41.904761904761905,57.20000000000002,93,189,New York,New York,NY
NY,2021-05-08,33.1945945945946,44.0,54,185,New York,New York,NY
NY,2021-05-15,37.394594594594594,48.599999999999994,74,185,New York,New York,NY
NY,2021-05-22,65.524064171123,91.20000000000002,129,187,New York,New York,NY
NY,2021-05-29,38.81182795698925,58.0,97,186,New York,New York,NY
NY,2021-06-05,47.52173913043478,84.0,126,184,New York,New York,NY
NY,2021-06-12,47.13227513227513,71.0,129,189,New York,New York,NY
NY,2021-06-19,42.32620320855615,61.0,105,187,New York,New York,NY
NY,2021-06-26,41.17741935483871,58.0,84,186,New York,New York,NY
NY,2021-07-03,39.351063829787236,55.0,108,188,New York,New York,NY
NY,2021-07-10,46.185792349726775,77.40000000000003,143,183,New York,New York,NY
NY,2021-07-17,42.71739130434783,61.0,101,184,New York,New York,NY
NY,2021-07-24,49.3563829787234,94.0,156,188,New York,New York,NY
NY,2021-07-31,49.111702127659576,82.30000000000001,122,188,New York,New York,NY
NY,2021-08-07,45.86486486486486,64.0,126,185,New York,New York,NY
NY,2021-08-14,48.91534391534392,64.0,133,189,New York,New York,NY
NY,2021-08-21,31.43548387096774,45.0,78,186,New York,New York,NY
NY,2021-08-28,47.73936170212766,77.0,154,188,New York,New York,NY
NY,2021-09-04,31.96825396825397,49.0,57,189,New York,New York,NY
NY,2021-09-11,34.95238095238095,46.0,55,189,New York,New York,NY
NY,2021-09-18,38.920212765957444,54.0,62,188,New York,New York,NY
NY,2021-09-25,31.46195652173913,39.0,52,184,New York,New York,NY
NY,2021-10-02,30.56382978723404,45.0,61,188,New York,New York,NY
NY,2021-10-09,30.81283422459893,53.0,63,187,New York,New York,NY
NY,2021-10-16,35.48924731182796,51.0,55,186,New York,New York,NY
NY,2021-10-23,32.55614973262032,49.0,59,187,New York,New York,NY
NY,2021-10-30,28.98913043478261,41.0,97,184,New York,New York,NY
NY,2021-11-06,31.01063829787234,42.0,58,188,New York,New York,NY
NY,2021-11-13,40.75661375661376,60.20000000000002,75,189,New York,New York,NY
NY,2021-11-20,30.335106382978722,48.0,69,188,New York,New York,NY
NY,2021-11-27,32.27513227513227,44.0,66,189,New York,New York,NY
NY,2021-12-04,37.45161290322581,53.0,63,186,New York,New York,NY
NY,2021-12-11,40.34254143646409,58.0,68,181,New York,New York,NY
NY,2021-12-18,36.71666666666667,52.0,58,180,New York,New York,NY
NY,2021-12-25,40.327777777777776,59.0,80,180,New York,New York,NY
NY,2022-01-01,39.43888888888889,63.099999999999994,77,180,New York,New York,NY
NY,2022-01-08,40.92777777777778,55.0,69,180,New York,New York,NY
NY,2022-01-15,44.43502824858757,61.400000000000006,85,177,New York,New York,NY
NY,2022-01-22,41.23913043478261,53.0,63,184,New York,New York,NY
NY,2022-01-29,44.657754010695186,60.400000000000006,83,187,New York,New York,NY
NY,2022-02-05,43.276595744680854,60.0,82,188,New York,New York,NY
NY,2022-02-12,44.1063829787234,57.30000000000001,74,188,New York,New York,NY
NY,2022-02-19,39.5026455026455,51.0,76,189,New York,New York,NY
NY,2022-02-26,38.87096774193548,52.0,69,186,New York,New York,NY
NY,2022-03-05,42.65608465608466,53.0,73,189,New York,New York,NY
NY,2022-03-12,42.77837837837838,58.599999999999994,81,185,New York,New York,NY
NY,2022-03-19,47.265957446808514,63.30000000000001,84,188,New York,New York,NY
NY,2022-03-26,33.3968253968254,43.0,45,189,New York,New York,NY
NY,2022-04-02,35.94535519125683,46.0,65,183,New York,New York,NY
NY,2022-04-09,37.30769230769231,44.0,53,182,New York,New York,NY
NY,2022-04-16,40.95054945054945,53.0,87,182,New York,New York,NY
NY,2022-04-23,33.604395604395606,43.0,51,182,New York,New York,NY
NY,2022-04-30,38.967213114754095,48.80000000000001,64,183,New York,New York,NY
NY,2022-05-07,37.97849462365591,46.0,57,186,New York,New York,NY
NY,2022-05-14,41.67553191489362,54.0,88,188,New York,New York,NY
NY,2022-05-21,40.31182795698925,55.0,78,186,New York,New York,NY
NY,2022-05-28,33.39673913043478,44.0,84,184,New York,New York,NY
NY,2022-06-04,41.78453038674033,54.0,93,181,New York,New York,NY
NY,2022-06-11,40.57446808510638,52.60000000000002,77,188,New York,New York,NY
NY,2022-06-18,37.74331550802139,50.0,84,187,New York,New York,NY
NY,2022-06-25,45.1063829787234,64.0,150,188,New York,New York,NY
NY,2022-07-02,50.3968253968254,77.0,122,189,New York,New York,NY
NY,2022-07-09,38.16129032258065,54.5,127,186,New York,New York,NY
NY,2022-07-16,44.893048128342244,61.80000000000001,112,187,New York,New York,NY
NY,2022-07-23,55.086021505376344,78.5,133,186,New York,New York,NY
NY,2022-07-30,41.77297297297297,61.0,100,185,New York,New York,NY
NY,2022-08-06,43.01058201058201,64.60000000000005,119,189,New York,New York,NY
NY,2022-08-13,34.54010695187166,46.0,112,187,New York,New York,NY
NY,2022-08-20,41.08510638297872,58.0,100,188,New York,New York,NY
NY,2022-08-27,40.18518518518518,58.0,74,189,New York,New York,NY
NY,2022-09-03,36.36702127659574,49.0,61,188,New York,New York,NY
NY,2022-09-10,30.333333333333332,46.20000000000002,55,189,New York,New York,NY
NY,2022-09-17,31.20108695652174,41.70000000000002,61,184,New York,New York,NY
NY,2022-09-24,34.0,51.0,67,187,New York,New York,NY
NY,2022-10-01,24.76063829787234,32.0,42,188,New York,New York,NY
NY,2022-10-08,29.320652173913043,45.0,58,184,New York,New York,NY
NY,2022-10-15,38.96739130434783,51.0,57,184,New York,New York,NY
NY,2022-10-22,33.61702127659574,53.0,63,188,New York,New York,NY
NY,2022-10-29,32.857142857142854,49.0,63,189,New York,New York,NY
NY,2022-11-05,41.705882352941174,56.400000000000006,79,187,New York,New York,NY
NY,2022-11-12,32.94054054054054,43.0,55,185,New York,New York,NY
NY,2022-11-19,30.64864864864865,41.0,55,185,New York,New York,NY
NY,2022-11-26,39.76216216216216,56.599999999999994,82,185,New York,New York,NY
NY,2022-12-03,31.816216216216215,43.599999999999994,54,185,New York,New York,NY
NY,2022-12-10,34.66486486486487,53.0,70,185,New York,New York,NY
NY,2022-12-17,31.78804347826087,43.0,61,184,New York,New York,NY
NY,2022-12-24,36.832432432432434,55.0,73,185,New York,New York,NY
NY,2022-12-31,46.09550561797753,68.30000000000001,91,178,New York,New York,NY
NY,2023-01-07,39.564516129032256,59.0,78,186,New York,New York,NY
NY,2023-01-14,39.4054054054054,54.0,62,185,New York,New York,NY
NY,2023-01-21,35.5945945945946,52.0,62,185,New York,New York,NY
NY,2023-01-28,36.6968085106383,52.0,56,188,New York,New York,NY
NY,2023-02-04,39.411764705882355,55.0,64,187,New York,New York,NY
NY,2023-02-11,42.8235294117647,59.400000000000006,77,187,New York,New York,NY
NY,2023-02-18,41.81382978723404,54.0,69,188,New York,New York,NY
NY,2023-02-25,38.22222222222222,53.0,61,189,New York,New York,NY
NY,2023-03-04,40.37765957446808,56.0,83,188,New York,New York,NY
NY,2023-03-11,36.33870967741935,42.0,69,186,New York,New York,NY
NY,2023-03-18,40.53968253968254,54.0,70,189,New York,New York,NY
NY,2023-03-25,42.77127659574468,54.0,73,188,New York,New York,NY
NY,2023-04-01,42.32620320855615,48.0,67,187,New York,New York,NY
NY,2023-04-08,41.00534759358289,48.400000000000006,64,187,New York,New York,NY
NY,2023-04-15,65.46774193548387,100.0,140,186,New York,New York,NY
NY,2023-04-22,43.080213903743314,60.400000000000006,100,187,New York,New York,NY
NY,2023-04-29,40.6436170212766,51.30000000000001,59,188,New York,New York,NY
NY,2023-05-06,30.76595744680851,40.0,47,188,New York,New York,NY
NY,2023-05-13,48.505376344086024,71.0,105,186,New York,New York,NY
NY,2023-05-20,40.66129032258065,50.0,71,186,New York,New York,NY
NY,2023-05-27,41.705882352941174,55.0,68,187,New York,New York,NY
NY,2023-06-03,61.57142857142857,93.0,143,189,New York,New York,NY
NY,2023-06-10,76.09042553191489,176.0,278,188,New York,New York,NY
NY,2023-06-17,52.25945945945946,80.6,101,185,New York,New York,NY
NY,2023-06-24,35.76373626373626,52.0,98,182,New York,New York,NY
NY,2023-07-01,71.65384615384616,151.0,189,182,New York,New York,NY
NY,2023-07-08,53.331550802139034,77.0,165,187,New York,New York,NY
NY,2023-07-15,49.049180327868854,73.40000000000003,147,183,New York,New York,NY
NY,2023-07-22,53.34574468085106,92.90000000000003,136,188,New York,New York,NY
NY,2023-07-29,52.505319148936174,71.0,115,188,New York,New York,NY
NY,2023-08-05,37.983333333333334,60.099999999999994,85,180,New York,New York,NY
NY,2023-08-12,42.637837837837836,58.599999999999994,70,185,New York,New York,NY
NY,2023-08-19,34.25396825396825,48.0,71,189,New York,New York,NY
NY,2023-08-26,38.03703703703704,59.20000000000002,77,189,New York,New York,NY
NY,2023-09-02,32.01069518716577,44.400000000000006,52,187,New York,New York,NY
NY,2023-09-09,49.054054054054056,66.0,108,185,New York,New York,NY
NY,2023-09-16,29.150537634408604,40.0,53,186,New York,New York,NY
NY,2023-09-23,32.79365079365079,44.0,58,189,New York,New York,NY
NY,2023-09-30,37.33862433862434,56.20000000000002,67,189,New York,New York,NY
NY,2023-10-07,42.380434782608695,57.70000000000002,65,184,New York,New York,NY
NY,2023-10-14,26.523809523809526,39.400000000000034,61,189,New York,New York,NY
NY,2023-10-21,25.21276595744681,35.30000000000001,51,188,New York,New York,NY
NY,2023-10-28,36.994680851063826,56.0,70,188,New York,New York,NY
NY,2023-11-04,29.243386243386244,42.0,62,189,New York,New York,NY
NY,2023-11-11,34.56613756613756,52.0,68,189,New York,New York,NY
NY,2023-11-18,34.680851063829785,55.0,68,188,New York,New York,NY
NY,2023-11-25,29.711229946524064,37.0,50,187,New York,New York,NY
NY,2023-12-02,37.1505376344086,57.5,87,186,New York,New York,NY
NY,2023-12-09,33.62011173184357,57.0,80,179,New York,New York,NY
NY,2023-12-16,36.75935828877005,55.0,63,187,New York,New York,NY
NY,2023-12-23,35.037837837837834,52.0,68,185,New York,New York,NY
NY,2023-12-30,36.41269841269841,64.0,85,189,New York,New York,NY
NY,2024-01-06,37.78804347826087,54.0,63,184,New York,New York,NY
NY,2024-01-13,36.787709497206706,52.0,61,179,New York,New York,NY
NY,2024-01-20,39.39572192513369,53.0,60,187,New York,New York,NY
NY,2024-01-27,37.23809523809524,59.0,89,189,New York,New York,NY
NY,2024-02-03,32.005376344086024,51.5,68,186,New York,New York,NY
NY,2024-02-10,39.967032967032964,55.0,97,182,New York,New York,NY
NY,2024-02-17,33.07692307692308,41.0,69,182,New York,New York,NY
NY,2024-02-24,37.84126984126984,45.20000000000002,63,189,New York,New York,NY
NY,2024-03-02,39.16577540106952,54.0,73,187,New York,New York,NY
NY,2024-03-09,30.737704918032787,39.0,60,183,New York,New York,NY
NY,2024-03-16,41.87640449438202,54.30000000000001,81,178,New York,New York,NY
NY,2024-03-23,32.93956043956044,39.0,47,182,New York,New York,NY
NY,2024-03-30,38.351063829787236,45.0,74,188,New York,New York,NY
NY,2024-04-06,35.63243243243243,44.0,61,185,New York,New York,NY
NY,2024-04-13,41.20855614973262,54.0,98,187,New York,New York,NY
NY,2024-04-20,37.78835978835979,49.0,80,189,New York,New York,NY
NY,2024-04-27,38.095238095238095,48.20000000000002,67,189,New York,New York,NY
NY,2024-05-04,39.93121693121693,56.0,72,189,New York,New York,NY
NY,2024-05-11,33.597883597883595,49.0,65,189,New York,New York,NY
NY,2024-05-18,35.6031746031746,49.0,64,189,New York,New York,NY
NY,2024-05-25,48.149732620320854,67.0,133,187,New York,New York,NY
NY,2024-06-01,41.30769230769231,53.900000000000006,93,182,New York,New York,NY
NY,2024-06-08,49.55434782608695,80.0,150,184,New York,New York,NY
NY,2024-06-15,39.39572192513369,71.0,105,187,New York,New York,NY
NY,2024-06-22,57.973118279569896,98.5,151,186,New York,New York,NY
NY,2024-06-29,42.355555555555554,55.0,100,180,New York,New York,NY
NY,2024-07-06,44.10928961748634,67.80000000000001,109,183,New York,New York,NY
NY,2024-07-13,46.736559139784944,69.0,129,186,New York,New York,NY
NY,2024-07-20,49.622950819672134,77.0,119,183,New York,New York,NY
NY,2024-07-27,42.56989247311828,57.0,87,186,New York,New York,NY
NY,2024-08-03,52.01063829787234,71.0,105,188,New York,New York,NY
NY,2024-08-10,36.398936170212764,55.30000000000001,87,188,New York,New York,NY
NY,2024-08-17,43.99465240641711,68.0,87,187,New York,New York,NY
NY,2024-08-24,36.1505376344086,56.5,90,186,New York,New York,NY
NY,2024-08-31,46.18518518518518,80.0,101,189,New York,New York,NY
NY,2024-09-07,33.596774193548384,44.0,71,186,New York,New York,NY
NY,2024-09-14,39.95161290322581,58.0,80,186,New York,New York,NY
NY,2024-09-21,41.18279569892473,53.0,62,186,New York,New York,NY
NY,2024-09-28,28.166666666666668,36.0,58,186,New York,New York,NY
NY,2024-10-05,30.74054054054054,40.0,47,185,New York,New York,NY
NY,2024-10-12,29.802139037433154,40.0,54,187,New York,New York,NY
NY,2024-10-19,28.824468085106382,42.0,52,188,New York,New York,NY
NY,2024-10-26,44.41208791208791,64.0,77,182,New York,New York,NY
NY,2024-11-02,35.78804347826087,54.0,69,184,New York,New York,NY
NY,2024-11-09,34.1764705882353,46.0,98,187,New York,New York,NY
NY,2024-11-16,31.86631016042781,43.0,97,187,New York,New York,NY
NY,2024-11-23,29.858757062146893,45.400000000000006,76,177,New York,New York,NY
NY,2024-11-30,28.916201117318437,38.0,53,179,New York,New York,NY
NY,2024-12-07,32.31016042780749,42.0,57,187,New York,New York,NY
NY,2024-12-14,34.81818181818182,52.0,69,187,New York,New York,NY
NY,2024-12-21,31.497326203208555,42.400000000000006,63,187,New York,New York,NY
NY,2024-12-28,42.116402116402114,60.20000000000002,105,189,New York,New York,NY
NY,2025-01-04,34.47282608695652,43.0,74,184,New York,New York,NY
NY,2025-01-11,34.97175141242938,43.0,78,177,New York,New York,NY
NY,2025-01-18,42.17816091954023,59.70000000000002,73,174,New York,New York,NY
NY,2025-01-25,42.90659340659341,59.0,69,182,New York,New York,NY
NY,2025-02-01,39.47222222222222,52.0,62,180,New York,New York,NY
NY,2025-02-08,36.75977653631285,49.0,66,179,New York,New York,NY
NY,2025-02-15,40.15469613259668,52.0,70,181,New York,New York,NY
NY,2025-02-22,33.972527472527474,41.0,59,182,New York,New York,NY
NY,2025-03-01,42.379120879120876,57.900000000000006,69,182,New York,New York,NY
NY,2025-03-08,38.66101694915254,45.400000000000006,59,177,New York,New York,NY
NY,2025-03-15,43.03389830508475,53.0,101,177,New York,New York,NY
NY,2025-03-22,37.01123595505618,45.30000000000001,65,178,New York,New York,NY
NY,2025-03-29,36.60335195530726,49.0,65,179,New York,New York,NY
NY,2025-04-05,38.06077348066298,47.0,71,181,New York,New York,NY
NY,2025-04-12,36.833333333333336,45.0,55,168,New York,New York,NY
NY,2025-04-19,43.56666666666667,58.0,74,180,New York,New York,NY
NY,2025-04-26,47.29281767955801,67.0,101,181,New York,New York,NY
